date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:42:32	194753/194753	---M--	200	added ('OK')	image/jpeg	etag:%22639ef030-2f8c1%22	https://themewagon.github.io/soccer/images/bg_3.jpg	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/images/bg_3.jpg	(from https://themewagon.github.io/soccer/)
10:42:32	34206/34206	---M--	200	added ('OK')	image/png	etag:%22639ef030-859e%22	https://themewagon.github.io/soccer/images/logo_1.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/images/logo_1.png	(from https://themewagon.github.io/soccer/)
10:42:32	21616/21616	---M--	200	added ('OK')	image/png	etag:%22639ef030-5470%22	https://themewagon.github.io/soccer/images/logo_2.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/images/logo_2.png	(from https://themewagon.github.io/soccer/)
10:42:33	126038/126038	---M--	200	added ('OK')	image/jpeg	etag:%22639ef030-1ec56%22	https://themewagon.github.io/soccer/images/img_1.jpg	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/images/img_1.jpg	(from https://themewagon.github.io/soccer/)
10:42:33	342510/342510	---M--	200	added ('OK')	image/jpeg	etag:%22639ef030-539ee%22	https://themewagon.github.io/soccer/images/person_1.jpg	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/images/person_1.jpg	(from https://themewagon.github.io/soccer/)
10:42:34	116039/116039	---M--	200	added ('OK')	image/jpeg	etag:%22639ef030-1c547%22	https://themewagon.github.io/soccer/images/img_3.jpg	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/images/img_3.jpg	(from https://themewagon.github.io/soccer/)
10:42:34	87240/87240	---M--	200	added ('OK')	image/jpeg	etag:%22639ef030-154c8%22	https://themewagon.github.io/soccer/images/img_2.jpg	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/images/img_2.jpg	(from https://themewagon.github.io/soccer/)
10:42:35	86926/86926	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-1538e%22	https://themewagon.github.io/soccer/js/jquery-3.3.1.min.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/jquery-3.3.1.min.js	(from https://themewagon.github.io/soccer/)
10:42:35	11421/11421	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-2c9d%22	https://themewagon.github.io/soccer/js/jquery-migrate-3.0.1.min.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/jquery-migrate-3.0.1.min.js	(from https://themewagon.github.io/soccer/)
10:42:35	45799/45799	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-b2e7%22	https://themewagon.github.io/soccer/js/jquery-ui.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/jquery-ui.js	(from https://themewagon.github.io/soccer/)
10:42:36	20336/20336	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-4f70%22	https://themewagon.github.io/soccer/js/popper.min.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/popper.min.js	(from https://themewagon.github.io/soccer/)
10:42:36	51039/51039	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-c75f%22	https://themewagon.github.io/soccer/js/bootstrap.min.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/bootstrap.min.js	(from https://themewagon.github.io/soccer/)
10:42:37	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-a70e%22	https://themewagon.github.io/soccer/js/owl.carousel.min.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/owl.carousel.min.js	(from https://themewagon.github.io/soccer/)
10:42:37	12597/12597	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-3135%22	https://themewagon.github.io/soccer/js/jquery.stellar.min.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/jquery.stellar.min.js	(from https://themewagon.github.io/soccer/)
10:42:38	5339/5339	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-14db%22	https://themewagon.github.io/soccer/js/jquery.countdown.min.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/jquery.countdown.min.js	(from https://themewagon.github.io/soccer/)
10:42:38	34172/34172	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-857c%22	https://themewagon.github.io/soccer/js/bootstrap-datepicker.min.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/bootstrap-datepicker.min.js	(from https://themewagon.github.io/soccer/)
10:42:38	8111/8111	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-1faf%22	https://themewagon.github.io/soccer/js/jquery.easing.1.3.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/jquery.easing.1.3.js	(from https://themewagon.github.io/soccer/)
10:42:39	14244/14244	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-37a4%22	https://themewagon.github.io/soccer/js/aos.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/aos.js	(from https://themewagon.github.io/soccer/)
10:42:39	68196/68196	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-10a64%22	https://themewagon.github.io/soccer/js/jquery.fancybox.min.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/jquery.fancybox.min.js	(from https://themewagon.github.io/soccer/)
10:42:40	10084/10084	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-2764%22	https://themewagon.github.io/soccer/js/jquery.sticky.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/jquery.sticky.js	(from https://themewagon.github.io/soccer/)
10:42:40	62550/62550	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-f456%22	https://themewagon.github.io/soccer/js/jquery.mb.YTPlayer.min.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/jquery.mb.YTPlayer.min.js	(from https://themewagon.github.io/soccer/)
10:42:41	7493/7493	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639ef030-1d45%22	https://themewagon.github.io/soccer/js/main.js	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/js/main.js	(from https://themewagon.github.io/soccer/)
10:42:41	307332/307332	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ef02f-4b084%22	https://themewagon.github.io/soccer/fonts/icomoon/fonts/icomoon.eot?10si43	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/fonts/icomoon/fonts/icomoon1a44.eot	(from https://themewagon.github.io/soccer/fonts/icomoon/style.css)
10:42:42	307168/307168	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639ef02f-4afe0%22	https://themewagon.github.io/soccer/fonts/icomoon/fonts/icomoon.ttf?10si43	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/fonts/icomoon/fonts/icomoon1a44.ttf	(from https://themewagon.github.io/soccer/fonts/icomoon/style.css)
10:42:42	307244/307244	---M--	200	added ('OK')	font/woff	etag:%22639ef02f-4b02c%22	https://themewagon.github.io/soccer/fonts/icomoon/fonts/icomoon.woff?10si43	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/fonts/icomoon/fonts/icomoon1a44.woff	(from https://themewagon.github.io/soccer/fonts/icomoon/style.css)
10:42:42	935341/935341	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639ef02f-e45ad%22	https://themewagon.github.io/soccer/fonts/icomoon/fonts/icomoon.svg?10si43	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/fonts/icomoon/fonts/icomoon1a44.svg	(from https://themewagon.github.io/soccer/fonts/icomoon/style.css)
10:42:43	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d248ca-24a3%22	https://themewagon.github.io/soccer/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:43	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/soccer/css/images/ui-bg_glass_85_dfeffc_1x400.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-bg_glass_85_dfeffc_1x400.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:44	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d248ca-24a3%22	https://themewagon.github.io/soccer/css/images/ui-bg_glass_75_d0e5f5_1x400.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-bg_glass_75_d0e5f5_1x400.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:44	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/soccer/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:45	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d248ca-24a3%22	https://themewagon.github.io/soccer/css/images/ui-bg_glass_95_fef1ec_1x400.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:45	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/soccer/css/images/ui-icons_469bdd_256x240.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-icons_469bdd_256x240.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:45	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/soccer/css/images/ui-icons_d8e7f3_256x240.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-icons_d8e7f3_256x240.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:46	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/soccer/css/images/ui-icons_6da8d5_256x240.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-icons_6da8d5_256x240.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:46	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d248ca-24a3%22	https://themewagon.github.io/soccer/css/images/ui-icons_217bc0_256x240.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-icons_217bc0_256x240.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:47	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/soccer/css/images/ui-icons_f9bd01_256x240.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-icons_f9bd01_256x240.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:47	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d248ca-24a3%22	https://themewagon.github.io/soccer/css/images/ui-icons_2e83ff_256x240.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-icons_2e83ff_256x240.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:47	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d248ca-24a3%22	https://themewagon.github.io/soccer/css/images/ui-icons_cd0a0a_256x240.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/images/ui-icons_cd0a0a_256x240.png	(from https://themewagon.github.io/soccer/css/jquery-ui.css)
10:42:48	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d248ca-24a3%22	https://themewagon.github.io/soccer/css/owl.video.play.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/css/owl.video.play.png	(from https://themewagon.github.io/soccer/css/owl.carousel.min.css)
10:42:48	3814/3814	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ef02f-ee6%22	https://themewagon.github.io/soccer/fonts/flaticon/font/Flaticon.eot	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/fonts/flaticon/font/Flaticon.eot	(from https://themewagon.github.io/soccer/fonts/flaticon/font/flaticon.css)
10:42:48	3814/3814	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639ef02f-ee6%22	https://themewagon.github.io/soccer/fonts/flaticon/font/Flaticon.eot?	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/fonts/flaticon/font/Flaticond41d.eot	(from https://themewagon.github.io/soccer/fonts/flaticon/font/flaticon.css)
10:42:49	2076/2076	---M--	200	added ('OK')	font/woff2	etag:%22639ef02f-81c%22	https://themewagon.github.io/soccer/fonts/flaticon/font/Flaticon.woff2	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/fonts/flaticon/font/Flaticon.woff2	(from https://themewagon.github.io/soccer/fonts/flaticon/font/flaticon.css)
10:42:49	2620/2620	---M--	200	added ('OK')	font/woff	etag:%22639ef02f-a3c%22	https://themewagon.github.io/soccer/fonts/flaticon/font/Flaticon.woff	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/fonts/flaticon/font/Flaticon.woff	(from https://themewagon.github.io/soccer/fonts/flaticon/font/flaticon.css)
10:42:50	3636/3636	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639ef02f-e34%22	https://themewagon.github.io/soccer/fonts/flaticon/font/Flaticon.ttf	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/fonts/flaticon/font/Flaticon.ttf	(from https://themewagon.github.io/soccer/fonts/flaticon/font/flaticon.css)
10:42:50	15425/15425	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639ef02f-3c41%22	https://themewagon.github.io/soccer/fonts/flaticon/font/Flaticon.svg	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/fonts/flaticon/font/Flaticon.svg	(from https://themewagon.github.io/soccer/fonts/flaticon/font/flaticon.css)
10:42:51	25559/25559	---M--	200	added ('OK')	image/png	etag:%22639ef030-63d7%22	https://themewagon.github.io/soccer/images/logo_3.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/images/logo_3.png	(from https://themewagon.github.io/soccer/matches.html)
10:42:51	23822/23822	---M--	200	added ('OK')	image/png	etag:%22639ef030-5d0e%22	https://themewagon.github.io/soccer/images/logo_4.png	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/images/logo_4.png	(from https://themewagon.github.io/soccer/matches.html)
10:42:52	17696/17696	---M-Z	200	added ('OK')	text/html	etag:W/%22639ef030-4520%22	https://themewagon.github.io/soccer/single.html	C:/Users/risva/OneDrive/Desktop/navas/floor%20managing%20website/themewagon.github.io/soccer/single.html	(from https://themewagon.github.io/soccer/blog.html)
